Agency,State,State_id
Bartow Police Department [41],Florida,10
Bellaire Police Department [42],Florida,10
Belleview Police Department [43],Florida,10
Blountstown Police Department [44],Florida,10
Boca Raton Police Department [45],Florida,10
Bonifay Police Department [46],Florida,10
Bowling Green Police Department[citation needed],Florida,10
Boynton Beach Police Department [47],Florida,10
Bradenton Police Department [48],Florida,10
Bradenton Beach Police Department [49],Florida,10
Brooksville Police Department [50],Florida,10
Bunnell Police Department [51],Florida,10
Bushnell Police Department [52],Florida,10
Cape Coral Police Department [53],Florida,10
Carabelle Police Department [54],Florida,10
Casselberry Police Department [55],Florida,10
Center Hill Police Department [56],Florida,10
Chattahoochee Hill Police Department [57],Florida,10
Chiefland Police Department [58],Florida,10
Chipley Police Department [59],Florida,10
Clearwater Police Department [60],Florida,10
Clermont Police Department [61],Florida,10
Clewiston Police Department [62],Florida,10
Cocoa Police Department [63],Florida,10
Cocoa Beach Police Department [64],Florida,10
Coconut Creek Police Department [65],Florida,10
Coleman Police Department [66],Florida,10
Coral Gables Police Department,Florida,10
Coral Springs Police Department [67],Florida,10
Crescent City Police Department [68],Florida,10
Crestview Police Department [69][70],Florida,10
Crystal River Police Department [71],Florida,10
Dade City Police Department [72],Florida,10
Davenport Police Department [73],Florida,10
Davie Police Department [74],Florida,10
Daytona Beach Police Department [75],Florida,10
Daytona Beach Shore Department of Public Safety [76],Florida,10
Defuniak Springs City Marshal [77],Florida,10
DeLand Police Department [78],Florida,10
Delray Police Department [79],Florida,10
Dundee Police Department[citation needed],Florida,10
Edgewater Police Department [80],Florida,10
El Portal Police Department [81],Florida,10
Eustis Police Department [82],Florida,10
Fernandina Beach Police Department [83],Florida,10
Flagler Beach Police Department [84],Florida,10
Fort Lauderdale Police Department [85],Florida,10
Fort Myers Police Department [86],Florida,10
Fort Walton Beach Police Department [87],Florida,10
Fort Pierce Police Department [88],Florida,10
Fruitland Park Police Department [89],Florida,10
Gainesville Police Department [90],Florida,10
Golden Beach Police Department [91][citation needed],Florida,10
Graceville Police Department [92],Florida,10
Greenacres Department of Public Safety [93],Florida,10
Green Cove Springs Police Department [94],Florida,10
Greensboro Police Department[citation needed],Florida,10
Greenville Police Department [95],Florida,10
Gretna Police Department [96],Florida,10
Groveland Police Department [97],Florida,10
Gulf Breeze Police Department [98],Florida,10
Gulfport Police Department [99],Florida,10
Haines City Police Department [100],Florida,10
Havana Police Department[101],Florida,10
Hialeah Police Department [102],Florida,10
Hialeah Gardens Police Department [103],Florida,10
High Springs Police Department [104],Florida,10
Holly Hill Police Department [105],Florida,10
Hollywood Police Department [106],Florida,10
Holmes Beach Police Department [107],Florida,10
Howey In Hills Police Department [108],Florida,10
Indialantic Police Department [109],Florida,10
Indian Harbour Beach Police Department [110],Florida,10
Indian River Shores Public Safety Department [111],Florida,10
Interlachen Police Department (Florida) [112],Florida,10
Inverness Police Department (Florida)[citation needed],Florida,10
Jacksonville Beach Police Department [113],Florida,10
Jasper City Police Department[citation needed],Florida,10
Jupiter Police Department [114],Florida,10
Jupiter Island Public Safety Department [115],Florida,10
Kenneth City Police Department [116],Florida,10
Key Colony Beach Police Department [117],Florida,10
Key West Police Department [118],Florida,10
Kissimmee Police Department [119],Florida,10
Lady Lake Police Department [120],Florida,10
Lake Alfred Police Department [121],Florida,10
Lake City Police Department [122],Florida,10
Lake Hamilton Police Department [123],Florida,10
Lake Helen Police Department [124],Florida,10
Lakeland Police Department[125],Florida,10
Lake Wales Police Department [126],Florida,10
Largo Police Department [127],Florida,10
Lake Placid Police Department [128],Florida,10
Lauderhill Police Department [129],Florida,10
Lawtey Police Department [130],Florida,10
Leesburg Police Department [131],Florida,10
Lighthouse Point Police Department [132],Florida,10
Live Oak Police Department [133],Florida,10
Longboat Key Police Department [134],Florida,10
Longwood Key Police Department[citation needed],Florida,10
Lynn Haven Police Department [135],Florida,10
Madison Police Department [136],Florida,10
Margate Police Dpeartment[137],Florida,10
Marianna Police Department [138],Florida,10
Mascotte Police Department [139],Florida,10
Melbourne Police Department [140],Florida,10
Melbourne Beach Police Department [141],Florida,10
Melbourne Airport Police Department [142],Florida,10
Melbourne Village Police Department [143],Florida,10
Mexico Beach Department of Public Safety [144],Florida,10
Miami Gardens Police Department [145],Florida,10
Miami Police Department[146],Florida,10
Miami Beach Police Department [147],Florida,10
Miami Shores Police Department [148],Florida,10
Midway Police Department [149],Florida,10
Milton Police Department [150],Florida,10
Miramar Police Department [151],Florida,10
Mount Dora Police Department [152],Florida,10
Monticello Police Department [153],Florida,10
Naples Police Department [154],Florida,10
Neptune Beach Public Safety Department [155],Florida,10
New Port Richey Police Department [156],Florida,10
Niceville Police Department [157],Florida,10
North Bay Village Police Department [158],Florida,10
North Miami Police Department [159],Florida,10
North Port Police Department[160][161],Florida,10
Oakland Police Department [162],Florida,10
Ocala Police Department [163],Florida,10
Opa Locka Police Department [164],Florida,10
Orange Park Police Department [165],Florida,10
Orlando Police Department [166],Florida,10
Ormond Beach Police Department [167],Florida,10
Oviedo Police Department [168],Florida,10
Palatka Police Department[169],Florida,10
Palm Bay Police Department [170],Florida,10
Palm Beach Gardens Police Department [171],Florida,10
Palmetto Police Department [172],Florida,10
Panama City Police Department [173],Florida,10
Panama City Beach Police Department [174],Florida,10
Pembroke Pines Police Department [175],Florida,10
Pensacola Police Department [176],Florida,10
Perry Police Department [177],Florida,10
Pinellas Park Police Department [178],Florida,10
Plantation Police Department [179],Florida,10
Plant City Police Department [180],Florida,10
Pompano Beach Police Department [181],Florida,10
Ponce Inlet Police Department [182],Florida,10
Port Canaveral Police Department,Florida,10
Port Saint Joe Police Department [183],Florida,10
Port St Lucie Police Department [184],Florida,10
Port Orange Police Department [185],Florida,10
Punta Gorda Police Department [186],Florida,10
Quincy Police Department [187],Florida,10
Rockledge Police Department [188],Florida,10
Sanford Police Department [189],Florida,10
Sanibel Police Department [190],Florida,10
Sarasota Police Department [191],Florida,10
Satellite Beach Police Department [192],Florida,10
Santa Rosa Police Department [193],Florida,10
St. Augustine Police Department [194],Florida,10
St. Augustine Beach Police Department [195],Florida,10
St. Cloud Police Department [196],Florida,10
St. Petersburg Police Department [197],Florida,10
Sebastian Police Department [198],Florida,10
Sebring Police Department [199],Florida,10
Sewall's Point Police Department [200],Florida,10
Shalimar Police Department[citation needed],Florida,10
Sneads Police Department [201],Florida,10
South Daytona Police Department [202],Florida,10
South Miami Police Department [203],Florida,10
Starke Police Department [204],Florida,10
Stuart Police Department [205],Florida,10
Surfside Police Department [206],Florida,10
Sunny Isles Beach Police Department [207],Florida,10
Sunrise Police Department[208],Florida,10
Sweetwater Police Department [209],Florida,10
Tallahassee Police Department [210],Florida,10
Tampa Police Department [211],Florida,10
Tarpon Springs Police Department [212],Florida,10
Temple Terrace Police Department [213],Florida,10
Titusville Police Department [214],Florida,10
Tavares Police Department [215],Florida,10
Treasure Island Police Department[citation needed],Florida,10
Trenton Police Department [216],Florida,10
Umatilla Police Department [217],Florida,10
Venice Police Department [218],Florida,10
Valparaiso Police Department [219],Florida,10
Wauchula Police Department [220],Florida,10
Webster Police Department [221],Florida,10
West Melbourne Police Department [222],Florida,10
West Palm Beach Police Department [223],Florida,10
White Springs Police Department [224],Florida,10
Wildwood Police Department [225],Florida,10
Williston Police Department [226],Florida,10
Windermere Police Department [227],Florida,10
Winter Garden Police Department [228],Florida,10
Winter Haven Police Department [229],Florida,10
Winter Park Police Department [230],Florida,10
Zephyrhills Police Department [231],Florida,10
Georgia Bureau of Investigation (GBI),Georgia,11
Georgia Department of Corrections,Georgia,11
Georgia Department Of Human Resource and Developmental Disabilities,Georgia,11
Georgia Insurance and Safety Fire Commissioner,Georgia,11
Georgia Department of Natural Resources,Georgia,11
Georgia Port Authority,Georgia,11
Georgia Department of Public Safety,Georgia,11
Georgia Capitol Police,Georgia,11
Georgia Motor Carrier Compliance Division,Georgia,11
Georgia State Patrol,Georgia,11
Executive Security,Georgia,11
Georgia Department of Transportation,Georgia,11
Georgia World Congress Center Department of Public Safety,Georgia,11
Medical Center of Central Georgia Police Department,Georgia,11
Stone Mountain Park Department of Public Safety,Georgia,11
Abbeville Police Department [6],Georgia,11
Acworth Police Department [7],Georgia,11
Adel Police Department [8],Georgia,11
Adrian Police Department [9],Georgia,11
Alamo Police Department[citation needed],Georgia,11
Albany Police Department [10],Georgia,11
Alma Police Department [11],Georgia,11
Alpharetta Police Department [12],Georgia,11
Aragon Police Department[citation needed],Georgia,11
Arcade Police Department [13],Georgia,11
Ashburn Police Department [14],Georgia,11
Atlanta Police Department [15],Georgia,11
Auburn Police Department [16],Georgia,11
Avondale Police Department [17],Georgia,11
Baldwin Police Department [18],Georgia,11
Bartow Police Department [19],Georgia,11
Berlin Police Department[citation needed],Georgia,11
Blackshear Police Department [20],Georgia,11
Blue Ridge Police Department [21],Georgia,11
Boston Police Department [22],Georgia,11
Braswell Police Department [23],Georgia,11
Brookhaven Police Department [24],Georgia,11
Brooklet Police Department[citation needed],Georgia,11
Broxton Police Department[citation needed],Georgia,11
Brunswick Police Department [25],Georgia,11
Buena Vista Police Department [26],Georgia,11
Byron Police Department [27],Georgia,11
Camilla Police Department [28],Georgia,11
Canton Police Department,Georgia,11
Chamblee Police Department,Georgia,11
Clarkston Police Department,Georgia,11
Columbus Police Department,Georgia,11
Comer Police Department,Georgia,11
Cornelia Police Department,Georgia,11
Dallas Police Department,Georgia,11
Decatur Police Department,Georgia,11
Doraville Police Department,Georgia,11
Douglas Police Department,Georgia,11
Douglasville Police Department,Georgia,11
Duluth Police Department,Georgia,11
Dunwoody Police Department,Georgia,11
East Point Police Department,Georgia,11
Fort Oglethorpe Police Department[29],Georgia,11
Eatonton Police Department,Georgia,11
Gainesville Police Department,Georgia,11
Griffin Police Department,Georgia,11
Holly Springs Police Department,Georgia,11
Hampton Police Department,Georgia,11
Jackson Police Department,Georgia,11
Jesup Police Department,Georgia,11
Johns Creek Police Department,Georgia,11
Jonesboro Police Department,Georgia,11
Kennesaw Police Department[30],Georgia,11
Kingsland Police Department,Georgia,11
Lagrange Police Department [31],Georgia,11
Lawrenceville Police Department,Georgia,11
Lithonia Police Department,Georgia,11
Locust Grove Police Department,Georgia,11
Marietta Police Department,Georgia,11
McDonough Police Department,Georgia,11
Milledgeville Police Department,Georgia,11
Milton Police Department,Georgia,11
Morven Police Department[32],Georgia,11
Nahunta Police Department,Georgia,11
Norcross Police Department,Georgia,11
Peachtree City Police Department[33],Georgia,11
Pinelake Police Department,Georgia,11
Pooler Police Department,Georgia,11
Ringgold Police Department[34],Georgia,11
Rockmart Police Department,Georgia,11
Roswell Police Department,Georgia,11
Saint Marys Police Department,Georgia,11
Sandy Springs Police Department,Georgia,11
Senoia Police Department,Georgia,11
Statesboro Police Department,Georgia,11
Sparta Police Department[35],Georgia,11
Stone Mountain Police Department,Georgia,11
Smyrna Police Department,Georgia,11
Sylvester Police Department,Georgia,11
Thomaston Police Department,Georgia,11
Valdosta Police Department,Georgia,11
Waycross Police Department,Georgia,11
Watkinsville Police Department,Georgia,11
Winder Police Department,Georgia,11
Wrightsville Police Department,Georgia,11
Woodstock Police Department,Georgia,11
"State of Hawaii Department of the Attorney General, Criminal Investigations Division",Hawaii,12
Hawaii Department of Land and Natural Resources,Hawaii,12
Hawaii Division of Conservation and Resource Enforcement,Hawaii,12
Hawaii Department of Public Safety,Hawaii,12
Hawaii Corrections Division,Hawaii,12
Narcotics Enforcement Division,Hawaii,12
State of Hawaii Sheriff's Office,Hawaii,12
Hawaii Department of Transportation,Hawaii,12
Hawaii Airports Division Police,Hawaii,12
Hawaii Harbors Division Police,Hawaii,12
Hawaii Department of the Medical Examiner,Hawaii,12
State of Hawaii Department of Commerce and Consumer Affairs,Hawaii,12
"Department of Public Safety, University of Hawaii M_noa[2]",Hawaii,12
Hawai? County Police Department - Hawai?,Hawaii,12
"Kaua? County Police Department - Kaua?, Ni?hau",Hawaii,12
"Maui County Police Department - Maui, Moloka?, L_na?, Kaho?lawe",Hawaii,12
"Hawaii Prosecuting Attorney Office, Criminal Investigations Unit - Hawai?",Hawaii,12
"Kauai Prosecuting Attorney Office, Criminal Investigations Unit - Kaua?, Ni?hau",Hawaii,12
"Maui Prosecuting Attorney Office, Investigative Services Division - Maui, Moloka?, L_na?",Hawaii,12
"City and County of Honolulu Prosecuting Attorney Office, Criminal Investigations Unit - Oahu",Hawaii,12
Idaho Department of Correction,Idaho,13
Idaho Department of Juvenile Corrections,Idaho,13
Idaho Fish and Game Commission,Idaho,13
Idaho Conservation Officers,Idaho,13
Idaho State Police,Idaho,13
Aberdeen Police Department,Idaho,13
American Falls Police Department,Idaho,13
Ashton Police Department,Idaho,13
Blackfoot Police Department,Idaho,13
Boise Police Department,Idaho,13
Bonners Ferry Police Department,Idaho,13
Buhl Police Department,Idaho,13
Caldwell Police Department,Idaho,13
Cascade Police Department,Idaho,13
Chubbuck Police Department,Idaho,13
Coeur d'Alene Police Department,Idaho,13
Coeur d'Alene Tribal Police Department,Idaho,13
Cottonwood Police Department,Idaho,13
Emmett Police Department,Idaho,13
Filer Police Department,Idaho,13
Fort Hall Tribal Police Department,Idaho,13
Fruitland Police Department,Idaho,13
Garden City Police Department,Idaho,13
Georgetown/Twin Creeks Police Department,Idaho,13
Gooding Police Department,Idaho,13
Grangeville Police Department,Idaho,13
Hailey Police Department,Idaho,13
Hayden Lake Police Department,Idaho,13
Heyburn Police Department,Idaho,13
Homedale Police Department,Idaho,13
Idaho Falls Police Department,Idaho,13
Inkom Police Department,Idaho,13
Iona Police Department,Idaho,13
Jerome Police Department,Idaho,13
Kamiah Marshal's Office,Idaho,13
Kellogg Police Department,Idaho,13
Ketchum Police Department,Idaho,13
Kimberly/Hansen Police Department,Idaho,13
Lewiston Police Department,Idaho,13
McCall Police Department,Idaho,13
Meridian Police Department,Idaho,13
Montpelier Police Department,Idaho,13
Moscow Police Department,Idaho,13
Mountain Home Police Department,Idaho,13
Nampa Police Department,Idaho,13
Nez Perce Tribal Police Department,Idaho,13
Orofino Police Department,Idaho,13
Osburn Police Department,Idaho,13
Parma Police Department,Idaho,13
Payette Police Department,Idaho,13
Pinehurst Police Department,Idaho,13
Plummer Police Department,Idaho,13
Pocatello Police Department,Idaho,13
Ponderay Police Department,Idaho,13
Post Falls Police Department,Idaho,13
Preston Police Department,Idaho,13
Priest River Police Department,Idaho,13
Rathdrum Police Department,Idaho,13
Rexburg Police Department,Idaho,13
Rigby Police Department,Idaho,13
Rupert Police Department,Idaho,13
Salmon Police Department,Idaho,13
Sandpoint Police Department [4],Idaho,13
Shelley Police Department,Idaho,13
Shoshone Police Department,Idaho,13
Soda Springs Police Department,Idaho,13
Spirit Lake Police Department,Idaho,13
St Anthony Police Department,Idaho,13
St Maries Police Department,Idaho,13
Sun Valley Police Department,Idaho,13
Troy Police Department,Idaho,13
Twin Falls Police Department,Idaho,13
Ucon police department,Idaho,13
Weiser Police Department,Idaho,13
Wendell Police Department,Idaho,13
Wilder Police Department,Idaho,13
Illinois Attorney General's Office,Illinois,14
Department of Investigations,Illinois,14
Illinois Attorney General Police,Illinois,14
Illinois Commerce Commission Police,Illinois,14
Illinois Department of Corrections,Illinois,14
Illinois Department of Human Services Police Department,Illinois,14
Illinois Department of Mental Health Police,Illinois,14
Illinois Department of Natural Resources,Illinois,14
Illinois Conservation Police,Illinois,14
Illinois Department of Revenue Police,Illinois,14
Bureau of Criminal Investigations,Illinois,14
Illinois Gaming Board,Illinois,14
Illinois Secretary of State,Illinois,14
Illinois Secretary of State Capitol Police,Illinois,14
Illinois Secretary of State Police,Illinois,14
Illinois State Fire Marshal Arson Investigation,Illinois,14
Illinois State Police,Illinois,14
Abingdon Police Department,Illinois,14
Addison Police Department,Illinois,14
Albany Police Department,Illinois,14
Albers Police Department,Illinois,14
Albion Police Department,Illinois,14
Aledo Police Department,Illinois,14
Alexis Police Department,Illinois,14
Algonquin Police Department,Illinois,14
Alma Police Department,Illinois,14
Alorton Police Department,Illinois,14
Alpha Police Department,Illinois,14
Alsip Police Department,Illinois,14
Altamont Police Department,Illinois,14
Alton Police Department[4],Illinois,14
Altona Police Department,Illinois,14
Alvin Police Department,Illinois,14
Amboy Police Department,Illinois,14
Andalusia Police Department,Illinois,14
Anna Police Department,Illinois,14
Annawan Police Department,Illinois,14
Antioch Police Department,Illinois,14
Apple River Police Department,Illinois,14
Arcola Police Department,Illinois,14
Arenzville Police Department,Illinois,14
Argenta Police Department,Illinois,14
Arlington Heights Police Department,Illinois,14
Aroma Park Police Department,Illinois,14
Arthur Police Department,Illinois,14
Ashkum Police Department,Illinois,14
Ashland Police Department,Illinois,14
Ashley Police Department,Illinois,14
Ashton Police Department,Illinois,14
Assumption Police Department,Illinois,14
Astoria Police Department,Illinois,14
Athens Police Department,Illinois,14
Atkinson Police Department,Illinois,14
Atlanta Police Department,Illinois,14
Atwood Police Department,Illinois,14
Auburn Police Department,Illinois,14
Augusta Police Department,Illinois,14
Aurora Police Department,Illinois,14
Ava Police Department,Illinois,14
Aviston Police Department,Illinois,14
Avon Police Department,Illinois,14
Baldwin Police Department,Illinois,14
Bannockburn Police Department,Illinois,14
Barrington Police Department,Illinois,14
Barrington Hills Police Department,Illinois,14
Barrington-Inverness Police Department,Illinois,14
Barry Police Department,Illinois,14
Bartlett Police Department,Illinois,14
Bartonville Police Department,Illinois,14
Batavia Police Department,Illinois,14
Bath Police Department,Illinois,14
Baylis Police Department,Illinois,14
Bayview Gardens Police Department,Illinois,14
Beardstown Police Department,Illinois,14
Beckemeyer Police Department,Illinois,14
Bedford Park Police Department,Illinois,14
Beecher Police Department,Illinois,14
Belgium Police Department,Illinois,14
Belleville Police Department,Illinois,14
Bellflower Police Department,Illinois,14
Bellwood Police Department,Illinois,14
Belvidere Police Department,Illinois,14
Bement Police Department,Illinois,14
Benld Police Department,Illinois,14
Bensenville Police Department,Illinois,14
Benton Police Department,Illinois,14
Berkeley Police Department,Illinois,14
Berwyn Police Department,Illinois,14
Bethalto Police Department,Illinois,14
Bethany Police Department,Illinois,14
Blandinsville Police Department,Illinois,14
Bloomingdale Police Department,Illinois,14
Bloomington Police Department,Illinois,14
Blue Island Police Department,Illinois,14
Blue Mound Police Department,Illinois,14
Bluffs Police Department,Illinois,14
Bolingbrook Police Department,Illinois,14
Bonnie Police Department,Illinois,14
Bourbonnais Police Department,Illinois,14
Bradford Police Department,Illinois,14
Bradley Police Department,Illinois,14
Braidwood Police Department,Illinois,14
Breese Police Department,Illinois,14
Bridgeport Police Department,Illinois,14
Bridgeview Police Department,Illinois,14
Brighton Police Department,Illinois,14
Broadview Police Department,Illinois,14
Brocton Police Department,Illinois,14
Brookfield Police Department,Illinois,14
Brooklyn Police Department [5],Illinois,14
Brookport Police Department,Illinois,14
Brownstown Police Department,Illinois,14
Buckner Police Department,Illinois,14
Buda Police Department,Illinois,14
Buffalo Grove Police Department,Illinois,14
Buffalo-Mechanicsburg Police Department,Illinois,14
Bull Valley Police Department,Illinois,14
Buncombe Police Department,Illinois,14
Bunker Hill Police Department,Illinois,14
Burbank Police Department,Illinois,14
Bureau Police Department,Illinois,14
Burnham Police Department,Illinois,14
Burr Ridge Police Department,Illinois,14
Bushnell Police Department,Illinois,14
Byron Police Department,Illinois,14
Cahokia Police Department,Illinois,14
Cairo Police Department,Illinois,14
Calumet City Police Department,Illinois,14
Calumet Park Police Department,Illinois,14
Cambria Police Department,Illinois,14
Camp Point Police Department,Illinois,14
Campton Hills Police Department,Illinois,14
Canton Police Department,Illinois,14
Carbondale Police Department [6],Illinois,14
Carlinville Police Department,Illinois,14
Carlyle Police Department,Illinois,14
Carmi Police Department,Illinois,14
Carol Stream Police Department,Illinois,14
Carpentersville Police Department,Illinois,14
Carrier Mills Police Department,Illinois,14
Carrollton Police Department,Illinois,14
Carterville Police Department,Illinois,14
Carthage Police Department,Illinois,14
Cary Police Department,Illinois,14
Casey Police Department,Illinois,14
Caseyville Police Department,Illinois,14
Catlin Police Department,Illinois,14
Cave-In-Park Police Department,Illinois,14
Cedar Point Police Department,Illinois,14
Cedarville Police Department,Illinois,14
Central City Police Department,Illinois,14
Centralia Police Department,Illinois,14
Centreville Police Department,Illinois,14
Cerro Gordo Police Department,Illinois,14
Chadwick Police Department,Illinois,14
Champaign Police Department,Illinois,14
Chandlerville Police Department,Illinois,14
Channahon Police Department,Illinois,14
Chapin Police Department,Illinois,14
Charleston Police Department,Illinois,14
Chatham Police Department,Illinois,14
Chebanse Police Department,Illinois,14
Chenoa Police Department,Illinois,14
Cherry Valley Police Department,Illinois,14
Chester Police Department,Illinois,14
Chesterfield Police Department,Illinois,14
Chicago Department of Aviation Police Department,Illinois,14
Chicago Heights Police Department,Illinois,14
Chicago Police Department,Illinois,14
Chicago Ridge Police Department,Illinois,14
Chillicothe Police Department,Illinois,14
Chrisman Police Department,Illinois,14
Christopher Police Department,Illinois,14
Cicero Police Department,Illinois,14
Cissna Park Police Department,Illinois,14
Clarendon Hills Police Department,Illinois,14
Clayton Police Department,Illinois,14
Clinton Police Department,Illinois,14
Coal City Police Department,Illinois,14
Coal Valley Police Department,Illinois,14
Cobden Police Department,Illinois,14
Coffeen Police Department,Illinois,14
Colchester Police Department,Illinois,14
Colfax Police Department,Illinois,14
Collinsville Police Department,Illinois,14
Colona Police Department,Illinois,14
Columbia Police Department,Illinois,14
Cordova Police Department,Illinois,14
Cortland Police Department,Illinois,14
Coulterville Police Department,Illinois,14
Country Club Hills Police Department,Illinois,14
Countryside Police Department,Illinois,14
Cowden Police Department,Illinois,14
Crainsville Police Department,Illinois,14
Creal Springs Police Department,Illinois,14
Crest Hill Police Department,Illinois,14
Crestwood Police Department,Illinois,14
Crete Police Department,Illinois,14
Creve Coeur Police Department,Illinois,14
Crossville Police Department,Illinois,14
Crystal Lake Police Department,Illinois,14
Cuba Police Department,Illinois,14
Cutler Police Department,Illinois,14
Cypress Police Department,Illinois,14
Dallas City Police Department,Illinois,14
Dalzell Police Department,Illinois,14
Danvers Police Department,Illinois,14
Danville Police Department,Illinois,14
Darien Police Department,Illinois,14
Decatur Police Department [7],Illinois,14
Deer Creek Police Department,Illinois,14
Deerfield Police Department,Illinois,14
Dekalb Police Department,Illinois,14
Delavan Police Department,Illinois,14
DePue Police Department,Illinois,14
Des Plaines Police Department,Illinois,14
DeSoto Police Department,Illinois,14
Divernon Police Department,Illinois,14
Dixmoor Police Department,Illinois,14
Dixon Police Department,Illinois,14
Dolton Police Department,Illinois,14
Dongola Police Department,Illinois,14
Donnellson Police Department,Illinois,14
Dowell Police Department,Illinois,14
Downers Grove Police Department,Illinois,14
Downs Police Department,Illinois,14
Du Quoin Police Department,Illinois,14
Dunfermline Police Department,Illinois,14
Dupo Police Department,Illinois,14
Durand Police Department,Illinois,14
Dwight Police Department,Illinois,14
Earlville Police Department,Illinois,14
East Alton Police Department,Illinois,14
East Carondelet Police Department,Illinois,14
East Dubuque Police Department,Illinois,14
East Dundee Police Department,Illinois,14
East Galesburg Police Department,Illinois,14
East Hazel Crest Police Department,Illinois,14
East Moline Police Department,Illinois,14
East Peoria Police Department,Illinois,14
East St Louis Police Department,Illinois,14
Easton Police Department,Illinois,14
Edinburg Police Department,Illinois,14
Edwardsville Police Department,Illinois,14
Effingham Police Department [8],Illinois,14
El Paso Police Department,Illinois,14
Elburn Police Department,Illinois,14
Eldorado Police Department,Illinois,14
Elgin Police Department,Illinois,14
Elizabeth Police Department,Illinois,14
Elk Grove Village Police Department,Illinois,14
Elkhart Police Department,Illinois,14
Elkville Police Department,Illinois,14
Ellis Grove Police Department,Illinois,14
Elmhurst Police Department,Illinois,14
Elmwood Police Department,Illinois,14
Elmwood Park Police Department,Illinois,14
Elsah Police Department,Illinois,14
Elwood Police Department,Illinois,14
Emden Police Department,Illinois,14
Energy Police Department,Illinois,14
Enfield Police Department,Illinois,14
Erie Police Department,Illinois,14
Eureka Police Department,Illinois,14
Evanston Police Department,Illinois,14
Evansville Police Department,Illinois,14
Evergreen Park Police Department,Illinois,14
Ewing Police Department,Illinois,14
Fairbury Police Department,Illinois,14
Fairfield Police Department,Illinois,14
Fairmont City Police Department,Illinois,14
Fairmount Police Department,Illinois,14
Fairview Heights Police Department,Illinois,14
Fairview Police Department,Illinois,14
Farina Police Department,Illinois,14
Farmer City Police Department,Illinois,14
Farmington Police Department,Illinois,14
Fayetteville Police Department,Illinois,14
Fillmore Police Department,Illinois,14
Findlay Police Department,Illinois,14
Fisher Police Department,Illinois,14
Fithian Police Department,Illinois,14
Flora Police Department,Illinois,14
Flossmoor Police Department,Illinois,14
Forest City Police Department,Illinois,14
Forest Park Police Department,Illinois,14
Forest View Police Department,Illinois,14
Fox Lake Police Department,Illinois,14
Fox River Grove Police Department,Illinois,14
Frankfort Police Department,Illinois,14
Franklin Grove Police Department,Illinois,14
Franklin Park Police Department,Illinois,14
Freeburg Police Department,Illinois,14
Freeport Police Department,Illinois,14
Fulton Police Department,Illinois,14
Galatia Police Department,Illinois,14
Galena Police Department,Illinois,14
Galesburg Police Department,Illinois,14
Galva Police Department,Illinois,14
Gardner Police Department,Illinois,14
Geneseo Police Department,Illinois,14
Geneva Police Department,Illinois,14
Genoa Police Department,Illinois,14
Georgetown Police Department,Illinois,14
German Valley Police Department,Illinois,14
Gibson City Police Department,Illinois,14
Gillespie Police Department,Illinois,14
Gilman Police Department,Illinois,14
Girard Police Department,Illinois,14
Glasford Police Department,Illinois,14
Glen Carbon Police Department,Illinois,14
Glen Ellyn Police Department,Illinois,14
Glencoe Department of Public Safety,Illinois,14
Glendale Heights Police Department,Illinois,14
Glenview Police Department,Illinois,14
Glenwood Police Department,Illinois,14
Golconda Police Department,Illinois,14
Golf Police Department,Illinois,14
Goreville Police Department,Illinois,14
Grafton Police Department,Illinois,14
Grandview Police Department,Illinois,14
Granite City Police Department,Illinois,14
Granville Police Department,Illinois,14
Grayslake Police Department,Illinois,14
Grayville Police Department,Illinois,14
Great Lakes Police Department,Illinois,14
Green Valley Police Department,Illinois,14
Greenfield Police Department,Illinois,14
Greenup Police Department,Illinois,14
Greenview Police Department,Illinois,14
Greenville Police Department,Illinois,14
Gridley Police Department,Illinois,14
Griggsville Police Department,Illinois,14
Gurnee Police Department,Illinois,14
Hamel Police Department,Illinois,14
Hamilton Police Department,Illinois,14
Hampshire Police Department,Illinois,14
Hampton Police Department,Illinois,14
Hanover Park Police Department,Illinois,14
Hanover Police Department,Illinois,14
Hardin Police Department,Illinois,14
Harrisburg Police Department,Illinois,14
Hartford Police Department,Illinois,14
Harvard Police Department,Illinois,14
Harvel Police Department,Illinois,14
Harvey Police Department,Illinois,14
Harwood Heights Police Department,Illinois,14
Havana Police Department,Illinois,14
Hawthorn Woods Police Department,Illinois,14
Hazel Crest Police Department,Illinois,14
Hebron Police Department,Illinois,14
Hennepin Police Department,Illinois,14
Henry Police Department,Illinois,14
Herrin Police Department,Illinois,14
Herscher Police Department,Illinois,14
Heyworth Police Department,Illinois,14
Hickory Hills Police Department,Illinois,14
Highland Park Police Department,Illinois,14
Highland Police Department,Illinois,14
Highwood Police Department,Illinois,14
Hillcrest Police Department,Illinois,14
Hillsboro Police Department,Illinois,14
Hillside Police Department,Illinois,14
Hinckley Police Department,Illinois,14
Hinsdale Police Department,Illinois,14
Hodgkins Police Department,Illinois,14
Hoffman Estates Police Department,Illinois,14
Hometown Police Department,Illinois,14
Homewood Police Department,Illinois,14
Hoopeston Police Department,Illinois,14
Hopedale Police Department,Illinois,14
Hudson Police Department,Illinois,14
Huntley Police Department,Illinois,14
Hurst Police Department,Illinois,14
Illiopolis Police Department,Illinois,14
Island Lake Police Department,Illinois,14
Itasca Police Department,Illinois,14
Jacksonville Police Department,Illinois,14
Jerome Police Department,Illinois,14
